0,-1.017,-0.909,-0.808,-0.716,-0.635,-0.566,-0.510,-0.465,-0.430,-0.404,-0.386,-0.371,-0.358,-0.345,-0.329,-0.307,-0.279,-0.242,-0.197,-0.143,-0.080,-0.009,0.067,0.147,0.229,0.309,0.384,0.452,0.509,0.553,0.581,0.591,0.582,0.553,0.504,0.436,0.351,0.250,0.138,0.015,-0.113,-0.244,-0.376,-0.504,-0.626,-0.741,-0.846,-0.941,-1.024,-1.094,-1.151,-1.194,-1.223,-1.237,-1.236,-1.219,-1.185,-1.134,-1.065,-0.980,-0.878,-0.760,-0.627,-0.482,-0.328,-0.166,-0.002,0.163,0.324,0.478,0.622,0.754,0.872,0.974,1.059,1.128,1.181,1.218,1.241,1.251,1.249,1.236,1.214,1.183,1.144,1.098,1.045,0.987,0.925,0.859,0.792,0.725,0.660,0.600,0.547,0.503,0.471,0.454,0.452,0.467,0.499
0,-1.100,-1.108,-1.101,-1.078,-1.041,-0.990,-0.930,-0.861,-0.787,-0.712,-0.637,-0.566,-0.500,-0.441,-0.390,-0.346,-0.309,-0.279,-0.253,-0.230,-0.209,-0.188,-0.164,-0.137,-0.106,-0.069,-0.029,0.016,0.064,0.114,0.163,0.211,0.254,0.290,0.317,0.334,0.339,0.331,0.309,0.273,0.224,0.163,0.090,0.008,-0.083,-0.180,-0.282,-0.388,-0.497,-0.607,-0.717,-0.827,-0.936,-1.043,-1.146,-1.246,-1.339,-1.426,-1.503,-1.569,-1.623,-1.662,-1.686,-1.693,-1.683,-1.654,-1.607,-1.544,-1.464,-1.370,-1.264,-1.147,-1.023,-0.894,-0.764,-0.635,-0.512,-0.398,-0.295,-0.207,-0.137,-0.087,-0.058,-0.052,-0.068,-0.106,-0.164,-0.242,-0.336,-0.443,-0.562,-0.687,-0.816,-0.946,-1.073,-1.194,-1.308,-1.411,-1.502,-1.577,-1.637
0,0.444,0.400,0.361,0.328,0.301,0.279,0.263,0.254,0.253,0.260,0.275,0.297,0.326,0.361,0.398,0.435,0.468,0.495,0.510,0.511,0.494,0.455,0.392,0.304,0.189,0.049,-0.116,-0.302,-0.508,-0.729,-0.959,-1.196,-1.433,-1.666,-1.891,-2.102,-2.299,-2.476,-2.633,-2.768,-2.881,-2.971,-3.039,-3.087,-3.116,-3.126,-3.119,-3.096,-3.059,-3.008,-2.945,-2.869,-2.782,-2.683,-2.573,-2.452,-2.321,-2.179,-2.027,-1.865,-1.696,-1.519,-1.338,-1.154,-0.969,-0.787,-0.609,-0.440,-0.282,-0.137,-0.007,0.106,0.200,0.277,0.336,0.377,0.403,0.416,0.417,0.409,0.393,0.373,0.348,0.322,0.294,0.266,0.237,0.208,0.178,0.147,0.113,0.077,0.038,-0.006,-0.055,-0.109,-0.169,-0.235,-0.305,-0.380,-0.458
0,-0.296,-0.322,-0.365,-0.424,-0.496,-0.580,-0.673,-0.773,-0.876,-0.980,-1.082,-1.178,-1.266,-1.344,-1.410,-1.462,-1.499,-1.520,-1.524,-1.512,-1.484,-1.439,-1.378,-1.301,-1.209,-1.103,-0.983,-0.852,-0.710,-0.559,-0.402,-0.240,-0.078,0.081,0.234,0.376,0.505,0.615,0.704,0.770,0.808,0.819,0.800,0.753,0.678,0.578,0.455,0.313,0.157,-0.009,-0.180,-0.350,-0.515,-0.669,-0.809,-0.930,-1.031,-1.108,-1.161,-1.189,-1.193,-1.173,-1.132,-1.071,-0.992,-0.898,-0.790,-0.671,-0.543,-0.406,-0.263,-0.116,0.035,0.188,0.342,0.495,0.646,0.792,0.933,1.067,1.191,1.304,1.404,1.490,1.560,1.614,1.650,1.670,1.672,1.658,1.628,1.584,1.526,1.457,1.379,1.294,1.204,1.112,1.018,0.927,0.839
0,0.874,0.821,0.770,0.720,0.672,0.624,0.576,0.525,0.472,0.417,0.359,0.299,0.237,0.177,0.118,0.063,0.013,-0.030,-0.064,-0.089,-0.104,-0.111,-0.110,-0.104,-0.094,-0.084,-0.076,-0.074,-0.081,-0.099,-0.131,-0.177,-0.238,-0.313,-0.401,-0.501,-0.607,-0.719,-0.831,-0.940,-1.042,-1.133,-1.211,-1.273,-1.317,-1.341,-1.346,-1.330,-1.295,-1.242,-1.172,-1.089,-0.993,-0.889,-0.779,-0.667,-0.556,-0.449,-0.351,-0.263,-0.189,-0.132,-0.093,-0.075,-0.077,-0.099,-0.143,-0.206,-0.287,-0.385,-0.496,-0.617,-0.747,-0.882,-1.020,-1.157,-1.290,-1.419,-1.539,-1.649,-1.747,-1.830,-1.898,-1.947,-1.978,-1.989,-1.978,-1.944,-1.888,-1.809,-1.706,-1.582,-1.437,-1.273,-1.091,-0.896,-0.690,-0.477,-0.261,-0.048,0.159
1,1.206,1.262,1.300,1.322,1.327,1.314,1.284,1.238,1.177,1.102,1.014,0.915,0.807,0.689,0.565,0.434,0.298,0.159,0.019,-0.121,-0.259,-0.392,-0.518,-0.634,-0.736,-0.823,-0.891,-0.938,-0.964,-0.967,-0.947,-0.905,-0.843,-0.762,-0.667,-0.560,-0.445,-0.326,-0.208,-0.094,0.011,0.106,0.188,0.254,0.303,0.335,0.350,0.350,0.337,0.312,0.279,0.241,0.203,0.167,0.138,0.118,0.109,0.114,0.133,0.167,0.213,0.270,0.337,0.409,0.485,0.560,0.633,0.700,0.759,0.810,0.853,0.887,0.914,0.936,0.953,0.969,0.986,1.003,1.024,1.049,1.077,1.108,1.140,1.172,1.203,1.229,1.249,1.262,1.267,1.261,1.246,1.220,1.185,1.141,1.088,1.027,0.959,0.882,0.798,0.705,0.602
1,-0.483,-0.503,-0.509,-0.503,-0.487,-0.461,-0.428,-0.391,-0.351,-0.312,-0.274,-0.238,-0.206,-0.176,-0.148,-0.122,-0.096,-0.068,-0.037,-0.002,0.037,0.081,0.128,0.177,0.226,0.273,0.315,0.349,0.372,0.384,0.380,0.361,0.326,0.275,0.208,0.127,0.034,-0.069,-0.181,-0.298,-0.419,-0.541,-0.661,-0.778,-0.889,-0.993,-1.087,-1.172,-1.245,-1.306,-1.354,-1.389,-1.412,-1.423,-1.423,-1.412,-1.392,-1.364,-1.330,-1.290,-1.245,-1.197,-1.147,-1.095,-1.041,-0.987,-0.933,-0.879,-0.826,-0.773,-0.722,-0.672,-0.625,-0.581,-0.541,-0.505,-0.475,-0.451,-0.434,-0.427,-0.429,-0.442,-0.468,-0.506,-0.557,-0.621,-0.697,-0.786,-0.884,-0.989,-1.101,-1.216,-1.330,-1.441,-1.547,-1.643,-1.729,-1.801,-1.859,-1.900,-1.925
1,-0.674,-0.651,-0.631,-0.610,-0.587,-0.562,-0.534,-0.502,-0.466,-0.426,-0.382,-0.336,-0.288,-0.239,-0.190,-0.143,-0.098,-0.056,-0.019,0.012,0.038,0.056,0.068,0.072,0.069,0.059,0.042,0.019,-0.010,-0.044,-0.082,-0.123,-0.166,-0.211,-0.257,-0.303,-0.349,-0.395,-0.439,-0.482,-0.523,-0.562,-0.597,-0.630,-0.658,-0.682,-0.701,-0.714,-0.721,-0.721,-0.715,-0.703,-0.684,-0.660,-0.631,-0.597,-0.558,-0.516,-0.470,-0.421,-0.370,-0.316,-0.261,-0.203,-0.143,-0.080,-0.016,0.050,0.118,0.187,0.258,0.329,0.400,0.471,0.540,0.606,0.668,0.725,0.775,0.818,0.853,0.879,0.897,0.907,0.910,0.908,0.902,0.896,0.891,0.890,0.896,0.910,0.935,0.971,1.019,1.078,1.146,1.223,1.304,1.388,1.470
1,-0.347,-0.412,-0.476,-0.537,-0.594,-0.646,-0.691,-0.731,-0.765,-0.792,-0.814,-0.830,-0.842,-0.848,-0.848,-0.842,-0.830,-0.810,-0.781,-0.744,-0.697,-0.641,-0.576,-0.503,-0.424,-0.341,-0.258,-0.178,-0.104,-0.039,0.013,0.050,0.069,0.069,0.050,0.013,-0.041,-0.109,-0.189,-0.276,-0.367,-0.459,-0.547,-0.630,-0.704,-0.767,-0.818,-0.857,-0.884,-0.899,-0.904,-0.901,-0.891,-0.878,-0.863,-0.850,-0.841,-0.838,-0.844,-0.859,-0.885,-0.922,-0.970,-1.028,-1.094,-1.165,-1.240,-1.314,-1.385,-1.448,-1.500,-1.538,-1.558,-1.559,-1.538,-1.494,-1.428,-1.340,-1.231,-1.105,-0.962,-0.809,-0.648,-0.483,-0.320,-0.163,-0.016,0.117,0.234,0.331,0.406,0.459,0.490,0.497,0.484,0.451,0.401,0.336,0.260,0.176,0.087
1,0.278,0.341,0.398,0.446,0.486,0.516,0.535,0.544,0.542,0.531,0.509,0.478,0.439,0.394,0.342,0.286,0.227,0.166,0.104,0.044,-0.015,-0.070,-0.120,-0.165,-0.203,-0.233,-0.256,-0.271,-0.279,-0.279,-0.273,-0.262,-0.248,-0.231,-0.214,-0.199,-0.186,-0.176,-0.171,-0.171,-0.175,-0.183,-0.193,-0.204,-0.213,-0.219,-0.220,-0.213,-0.198,-0.173,-0.138,-0.094,-0.041,0.020,0.085,0.153,0.220,0.285,0.345,0.398,0.441,0.475,0.497,0.509,0.511,0.503,0.485,0.459,0.426,0.386,0.339,0.286,0.226,0.160,0.087,0.007,-0.080,-0.173,-0.272,-0.377,-0.487,-0.600,-0.717,-0.835,-0.955,-1.076,-1.196,-1.317,-1.438,-1.558,-1.678,-1.797,-1.915,-2.031,-2.144,-2.253,-2.356,-2.453,-2.539,-2.614,-2.675
