0,1.995,1.977,1.939,1.879,1.800,1.701,1.586,1.456,1.317,1.170,1.022,0.875,0.735,0.605,0.490,0.393,0.316,0.262,0.232,0.226,0.244,0.285,0.347,0.428,0.525,0.635,0.754,0.879,1.007,1.135,1.259,1.376,1.485,1.584,1.672,1.746,1.807,1.854,1.887,1.907,1.912,1.905,1.885,1.855,1.814,1.764,1.707,1.644,1.576,1.503,1.428,1.349,1.267,1.182,1.093,0.999,0.898,0.791,0.675,0.550,0.417,0.275,0.127,-0.027,-0.185,-0.342,-0.497,-0.646,-0.787,-0.915,-1.029,-1.127,-1.208,-1.271,-1.317,-1.345,-1.357,-1.354,-1.336,-1.307,-1.266,-1.215,-1.155,-1.086,-1.011,-0.928,-0.839,-0.745,-0.647,-0.545,-0.441,-0.335,-0.231,-0.128,-0.029,0.065,0.151,0.230,0.300,0.359
0,-0.659,-0.547,-0.426,-0.302,-0.177,-0.058,0.053,0.152,0.234,0.297,0.340,0.362,0.362,0.341,0.303,0.248,0.182,0.108,0.031,-0.045,-0.115,-0.175,-0.222,-0.253,-0.267,-0.262,-0.239,-0.200,-0.146,-0.081,-0.008,0.069,0.146,0.219,0.283,0.335,0.373,0.396,0.401,0.389,0.360,0.318,0.264,0.201,0.134,0.065,-0.001,-0.062,-0.115,-0.158,-0.190,-0.212,-0.224,-0.227,-0.224,-0.217,-0.208,-0.201,-0.198,-0.200,-0.209,-0.225,-0.249,-0.280,-0.318,-0.360,-0.406,-0.453,-0.502,-0.549,-0.594,-0.636,-0.674,-0.708,-0.737,-0.762,-0.782,-0.798,-0.808,-0.814,-0.815,-0.811,-0.801,-0.786,-0.766,-0.741,-0.712,-0.678,-0.642,-0.605,-0.567,-0.532,-0.501,-0.477,-0.462,-0.458,-0.467,-0.492,-0.535,-0.596
0,-2.261,-2.340,-2.411,-2.473,-2.523,-2.557,-2.573,-2.569,-2.542,-2.493,-2.421,-2.327,-2.213,-2.082,-1.937,-1.781,-1.619,-1.454,-1.289,-1.129,-0.976,-0.832,-0.699,-0.579,-0.472,-0.378,-0.297,-0.230,-0.175,-0.131,-0.097,-0.074,-0.058,-0.049,-0.045,-0.045,-0.047,-0.050,-0.051,-0.050,-0.044,-0.032,-0.014,0.012,0.045,0.085,0.133,0.185,0.240,0.296,0.351,0.402,0.446,0.481,0.504,0.513,0.509,0.490,0.456,0.409,0.351,0.283,0.208,0.129,0.049,-0.030,-0.104,-0.172,-0.232,-0.282,-0.322,-0.351,-0.370,-0.378,-0.378,-0.369,-0.355,-0.335,-0.312,-0.288,-0.264,-0.240,-0.220,-0.203,-0.190,-0.183,-0.180,-0.183,-0.190,-0.202,-0.217,-0.235,-0.255,-0.275,-0.293,-0.310,-0.322,-0.329,-0.329,-0.320
0,-1.301,-1.198,-1.097,-1.004,-0.923,-0.854,-0.802,-0.766,-0.747,-0.745,-0.757,-0.783,-0.819,-0.864,-0.914,-0.968,-1.022,-1.077,-1.129,-1.179,-1.225,-1.267,-1.306,-1.341,-1.373,-1.403,-1.429,-1.454,-1.475,-1.495,-1.511,-1.523,-1.532,-1.536,-1.535,-1.529,-1.518,-1.502,-1.482,-1.458,-1.431,-1.404,-1.376,-1.351,-1.328,-1.310,-1.297,-1.290,-1.290,-1.296,-1.307,-1.323,-1.343,-1.364,-1.384,-1.403,-1.418,-1.427,-1.430,-1.425,-1.412,-1.391,-1.362,-1.325,-1.281,-1.232,-1.178,-1.121,-1.062,-1.002,-0.944,-0.887,-0.834,-0.785,-0.744,-0.710,-0.686,-0.673,-0.672,-0.684,-0.709,-0.747,-0.797,-0.858,-0.927,-1.002,-1.080,-1.157,-1.232,-1.300,-1.360,-1.408,-1.445,-1.469,-1.480,-1.478,-1.465,-1.441,-1.408,-1.369
0,-1.494,-1.280,-1.082,-0.907,-0.754,-0.627,-0.526,-0.450,-0.398,-0.367,-0.357,-0.364,-0.385,-0.418,-0.458,-0.505,-0.555,-0.608,-0.660,-0.712,-0.760,-0.804,-0.844,-0.877,-0.903,-0.919,-0.925,-0.920,-0.901,-0.867,-0.818,-0.752,-0.668,-0.568,-0.451,-0.319,-0.174,-0.017,0.147,0.316,0.485,0.651,0.810,0.957,1.089,1.202,1.295,1.363,1.407,1.424,1.414,1.377,1.314,1.226,1.115,0.982,0.829,0.660,0.477,0.285,0.088,-0.112,-0.307,-0.495,-0.669,-0.825,-0.958,-1.065,-1.142,-1.187,-1.199,-1.178,-1.124,-1.040,-0.930,-0.796,-0.646,-0.482,-0.312,-0.141,0.026,0.183,0.328,0.455,0.563,0.649,0.712,0.751,0.766,0.758,0.728,0.677,0.607,0.519,0.415,0.299,0.173,0.040,-0.097,-0.235
0,-0.410,-0.456,-0.521,-0.602,-0.699,-0.807,-0.924,-1.046,-1.168,-1.288,-1.401,-1.504,-1.593,-1.666,-1.719,-1.751,-1.760,-1.747,-1.709,-1.648,-1.566,-1.463,-1.342,-1.206,-1.059,-0.905,-0.747,-0.590,-0.438,-0.293,-0.161,-0.042,0.062,0.148,0.217,0.270,0.306,0.329,0.339,0.339,0.331,0.318,0.302,0.285,0.267,0.251,0.238,0.227,0.219,0.213,0.209,0.207,0.206,0.206,0.206,0.208,0.211,0.216,0.224,0.238,0.257,0.283,0.318,0.362,0.415,0.477,0.547,0.624,0.705,0.789,0.871,0.950,1.023,1.087,1.139,1.180,1.206,1.220,1.221,1.210,1.190,1.163,1.130,1.095,1.059,1.025,0.994,0.966,0.942,0.921,0.904,0.887,0.871,0.853,0.832,0.807,0.777,0.741,0.698,0.650
0,-2.922,-2.968,-2.990,-2.987,-2.959,-2.904,-2.824,-2.718,-2.589,-2.438,-2.268,-2.082,-1.884,-1.678,-1.468,-1.258,-1.051,-0.853,-0.665,-0.489,-0.329,-0.185,-0.057,0.056,0.153,0.237,0.309,0.372,0.426,0.475,0.518,0.556,0.590,0.618,0.640,0.654,0.658,0.649,0.625,0.585,0.527,0.451,0.357,0.247,0.123,-0.010,-0.148,-0.285,-0.417,-0.536,-0.637,-0.716,-0.767,-0.788,-0.775,-0.728,-0.646,-0.531,-0.385,-0.212,-0.016,0.199,0.427,0.662,0.899,1.133,1.357,1.568,1.759,1.928,2.071,2.186,2.270,2.324,2.347,2.341,2.305,2.243,2.157,2.050,1.927,1.789,1.641,1.486,1.329,1.171,1.015,0.866,0.724,0.593,0.473,0.366,0.273,0.194,0.129,0.077,0.038,0.009,-0.010,-0.024
0,1.221,1.118,1.003,0.878,0.750,0.621,0.496,0.377,0.268,0.170,0.085,0.015,-0.040,-0.080,-0.104,-0.115,-0.112,-0.097,-0.073,-0.042,-0.007,0.030,0.065,0.095,0.117,0.131,0.133,0.122,0.100,0.066,0.023,-0.029,-0.084,-0.141,-0.196,-0.245,-0.285,-0.314,-0.328,-0.327,-0.309,-0.275,-0.225,-0.160,-0.084,0.002,0.093,0.187,0.280,0.367,0.444,0.509,0.558,0.588,0.598,0.586,0.553,0.498,0.423,0.331,0.225,0.108,-0.015,-0.140,-0.263,-0.379,-0.486,-0.579,-0.657,-0.719,-0.762,-0.787,-0.795,-0.788,-0.767,-0.733,-0.691,-0.642,-0.588,-0.531,-0.474,-0.418,-0.363,-0.312,-0.263,-0.219,-0.178,-0.141,-0.108,-0.078,-0.051,-0.027,-0.006,0.013,0.030,0.046,0.060,0.073,0.085,0.097
1,-1.459,-1.368,-1.270,-1.165,-1.054,-0.936,-0.811,-0.678,-0.536,-0.386,-0.228,-0.063,0.108,0.283,0.458,0.631,0.799,0.958,1.106,1.240,1.358,1.458,1.540,1.603,1.648,1.675,1.687,1.684,1.668,1.641,1.604,1.559,1.508,1.450,1.388,1.320,1.248,1.172,1.093,1.010,0.924,0.835,0.745,0.654,0.565,0.477,0.394,0.316,0.246,0.184,0.133,0.094,0.068,0.054,0.055,0.068,0.093,0.130,0.175,0.228,0.285,0.344,0.403,0.459,0.508,0.548,0.578,0.595,0.599,0.588,0.562,0.522,0.469,0.404,0.331,0.252,0.170,0.089,0.012,-0.058,-0.118,-0.166,-0.199,-0.218,-0.222,-0.211,-0.187,-0.150,-0.103,-0.048,0.014,0.081,0.150,0.220,0.291,0.361,0.429,0.496,0.560,0.622
1,2.112,2.129,2.130,2.114,2.080,2.027,1.955,1.865,1.755,1.627,1.482,1.322,1.148,0.963,0.770,0.572,0.372,0.176,-0.014,-0.194,-0.359,-0.507,-0.635,-0.740,-0.823,-0.881,-0.916,-0.929,-0.923,-0.900,-0.864,-0.818,-0.765,-0.710,-0.654,-0.601,-0.552,-0.509,-0.472,-0.442,-0.419,-0.401,-0.388,-0.379,-0.371,-0.365,-0.358,-0.348,-0.336,-0.319,-0.296,-0.268,-0.233,-0.192,-0.146,-0.094,-0.040,0.017,0.073,0.126,0.175,0.216,0.249,0.272,0.284,0.284,0.273,0.254,0.226,0.193,0.157,0.120,0.086,0.058,0.037,0.025,0.023,0.032,0.051,0.080,0.116,0.160,0.207,0.256,0.305,0.352,0.394,0.431,0.462,0.485,0.503,0.515,0.523,0.529,0.534,0.540,0.549,0.563,0.582,0.607
