"","X","Y","Subject"
"1",0.0174532925199433,1.71205658822625,1
"2",0.0349065850398866,1.84293785577671,1
"3",0.0523598775598299,1.96443852805698,1
"4",0.0698131700797732,2.07578696025329,1
"5",0.0872664625997165,2.17629138239246,1
"6",0.10471975511966,2.26534572367686,1
"7",0.122173047639603,2.34243463193019,1
"8",0.139626340159546,2.40713764031542,1
"9",0.15707963267949,2.45913244208135,1
"10",0.174532925199433,2.49819724308725,1
"11",0.191986217719376,2.5242121711514,1
"12",0.20943951023932,2.53715973077366,1
"13",0.226892802759263,2.53712430139345,1
"14",0.244346095279206,2.52429068696465,1
"15",0.261799387799149,2.49894173415605,1
"16",0.279252680319093,2.46145504582191,1
"17",0.296705972839036,2.4122988254348,1
"18",0.314159265358979,2.35202689683759,1
"19",0.331612557878923,2.28127295186379,1
"20",0.349065850398866,2.20074408601119,1
"21",0.366519142918809,2.11121368935222,1
"22",0.383972435438752,2.01351376615609,1
"23",0.401425727958696,1.90852676221524,1
"24",0.418879020478639,1.79717698355843,1
"25",0.436332312998582,1.68042169404457,1
"26",0.453785605518526,1.55924198222972,1
"27",0.471238898038469,1.43463348985339,1
"28",0.488692190558412,1.30759709528342,1
"29",0.506145483078356,1.17912964528067,1
"30",0.523598775598299,1.05021482749943,1
"31",0.541052068118242,0.921814274237462,1
"32",0.558505360638185,0.794858985114586,1
"33",0.575958653158129,0.670241152621731,1
"34",0.593411945678072,0.548806469885514,1
"35",0.610865238198015,0.431346994587549,1
"36",0.628318530717959,0.318594636821312,1
"37",0.645771823237902,0.21121533183002,1
"38",0.663225115757845,0.109803951120355,1
"39",0.680678408277788,0.0148799974694749,1
"40",0.698131700797732,-0.073115879077618,1
"41",0.715584993317675,-0.153824515896364,1
"42",0.733038285837618,-0.226970003864468,1
"43",0.750491578357562,-0.292360574739425,1
"44",0.767944870877505,-0.349888608992811,1
"45",0.785398163397448,-0.399529772487377,1
"46",0.802851455917391,-0.441341299476579,1
"47",0.820304748437335,-0.475459448272035,1
"48",0.837758040957278,-0.502096164469318,1
"49",0.855211333477221,-0.521534994756633,1
"50",0.872664625997165,-0.534126301969196,1
"51",0.890117918517108,-0.540281839114968,1
"52",0.907571211037051,-0.540468746511513,1
"53",0.925024503556995,-0.535203041873201,1
"54",0.942477796076938,-0.525042678114357,1
"55",0.959931088596881,-0.510580247737598,1
"56",0.977384381116825,-0.492435415916619,1
"57",0.994837673636768,-0.471247166727594,1
"58",1.01229096615671,-0.447665948411471,1
"59",1.02974425867665,-0.422345804048803,1
"60",1.0471975511966,-0.395936573597633,1
"61",1.06465084371654,-0.369076251891435,1
"62",1.08210413623648,-0.342383584936294,1
"63",1.09955742875643,-0.316450983712207,1
"64",1.11701072127637,-0.291837830709552,1
"65",1.13446401379631,-0.269064249664655,1
"66",1.15191730631626,-0.24860540345229,1
"67",1.1693705988362,-0.23088637891019,1
"68",1.18682389135614,-0.216277710580712,1
"69",1.20427718387609,-0.205091588033264,1
"70",1.22173047639603,-0.197578783659375,1
"71",1.23918376891597,-0.193926329696199,1
"72",1.25663706143592,-0.194255964823302,1
"73",1.27409035395586,-0.198623362084194,1
"74",1.2915436464758,-0.207018141202056,1
"75",1.30899693899575,-0.219364659683218,1
"76",1.32645023151569,-0.235523568526456,1
"77",1.34390352403563,-0.25529410997394,1
"78",1.36135681655558,-0.278417126641335,1
"79",1.37881010907552,-0.304578743637203,1
"80",1.39626340159546,-0.333414678008457,1
"81",1.41371669411541,-0.364515123106858,1
"82",1.43116998663535,-0.397430149333049,1
"83",1.44862327915529,-0.43167555724446,1
"84",1.46607657167524,-0.466739114268813,1
"85",1.48352986419518,-0.502087102295521,1
"86",1.50098315671512,-0.537171100263535,1
"87",1.51843644923507,-0.571434923558142,1
"88",1.53588974175501,-0.60432164059306,1
"89",1.55334303427495,-0.635280586400972,1
"90",1.5707963267949,-0.663774293388345,1
"91",1.58824961931484,-0.689285260622757,1
"92",1.60570291183478,-0.711322485096598,1
"93",1.62315620435473,-0.729427681324714,1
"94",1.64060949687467,-0.743181119350516,1
"95",1.65806278939461,-0.752207015712106,1
"96",1.67551608191456,-0.756178417105602,1
"97",1.6929693744345,-0.754821522317906,1
"98",1.71042266695444,-0.747919394419671,1
"99",1.72787595947439,-0.735315022138891,1
"100",1.74532925199433,-0.716913696698683,1
"101",1.76278254451427,-0.692684678117247,1
"102",1.78023583703422,-0.662662132947853,1
"103",1.79768912955416,-0.626945333593402,1
"104",1.8151424220741,-0.585698117573459,1
"105",1.83259571459405,-0.539147613360738,1
"106",1.85004900711399,-0.487582247547948,1
"107",1.86750229963393,-0.43134905606559,1
"108",1.88495559215388,-0.370850329859295,1
"109",1.90240888467382,-0.306539632767763,1
"110",1.91986217719376,-0.238917236239558,1
"111",1.93731546971371,-0.168525021913961,1
"112",1.95476876223365,-0.0959409088986855,1
"113",1.97222205475359,-0.0217728677432836,1
"114",1.98967534727354,0.0533474124242501,1
"115",2.00712863979348,0.12877113340581,1
"116",2.02458193231342,0.203839200954239,1
"117",2.04203522483337,0.277889166048635,1
"118",2.05948851735331,0.350262217874984,1
"119",2.07694180987325,0.420310151520551,1
"120",2.0943951023932,0.487402233798569,1
"121",2.11184839491314,0.550931891872031,1
"122",2.12930168743308,0.610323151425935,1
"123",2.14675497995303,0.6650367540213,1
"124",2.16420827247297,0.714575886917897,1
"125",2.18166156499291,0.758491463033844,1
"126",2.19911485751286,0.796386893768801,1
"127",2.2165681500328,0.827922303096356,1
"128",2.23402144255274,0.852818137565833,1
"129",2.25147473507268,0.870858133574412,1
"130",2.26892802759263,0.881891610401595,1
"131",2.28638132011257,0.885835064960153,1
"132",2.30383461263252,0.882673051927593,1
"133",2.32128790515246,0.872458340794083,1
"134",2.3387411976724,0.855311349309647,1
"135",2.35619449019234,0.831418860747082,1
"136",2.37364778271229,0.801032040230149,1
"137",2.39110107523223,0.764463773022636,1
"138",2.40855436775217,0.722085355049165,1
"139",2.42600766027212,0.674322572942033,1
"140",2.44346095279206,0.621651217503257,1
"141",2.460914245312,0.564592080565643,1
"142",2.47836753783195,0.503705490764708,1
"143",2.49582083035189,0.43958544863505,1
"144",2.51327412287183,0.372853425667648,1
"145",2.53072741539178,0.304151895463312,1
"146",2.54818070791172,0.234137667855446,1
"147",2.56563400043166,0.163475098823701,1
"148",2.58308729295161,0.0928292501595354,1
"149",2.60054058547155,0.0228590731645482,1
"150",2.61799387799149,-0.0457893098390594,1
"151",2.63544717051144,-0.112489153721379,1
"152",2.65290046303138,-0.176639398128685,1
"153",2.67035375555132,-0.237670666969477,1
"154",2.68780704807127,-0.295050895955194,1
"155",2.70526034059121,-0.348290528665233,1
"156",2.72271363311115,-0.39694722656904,1
"157",2.7401669256311,-0.440630043990461,1
"158",2.75762021815104,-0.479003025078467,1
"159",2.77507351067098,-0.511788186384344,1
"160",2.79252680319093,-0.538767855565312,1
"161",2.80998009571087,-0.559786343959926,1
"162",2.82743338823081,-0.574750938230708,1
"163",2.84488668075076,-0.583632203860643,1
"164",2.8623399732707,-0.586463600937592,1
"165",2.87979326579064,-0.583340420279146,1
"166",2.89724655831059,-0.574418055454987,1
"167",2.91469985083053,-0.559909633571231,1
"168",2.93215314335047,-0.540083034710407,1
"169",2.94960643587042,-0.515257336593951,1
"170",2.96705972839036,-0.485798727277861,1
"171",2.9845130209103,-0.452115934437617,1
"172",3.00196631343025,-0.414655224982876,1
"173",3.01941960595019,-0.373895033308999,1
"174",3.03687289847013,-0.330340280391832,1
"175",3.05432619099008,-0.284516449122039,1
"176",3.07177948351002,-0.236963483722026,1
"177",3.08923277602996,-0.188229582766122,1
"178",3.10668606854991,-0.13886495621647,1
"179",3.12413936106985,-0.0894156169848185,1
